0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2643802165985107
0.0,-2.2811386585235596
0.0,-2.286850929260254
0.0,-2.2758944034576416
0.0,-2.272406578063965
0.0,-2.2570412158966064
0.0,-2.248474359512329
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
0.0,-2.2416794300079346
1.0,-2.2416794300079346
1.0,-2.2416794300079346
1.0,-2.2416794300079346
1.0,-2.2416794300079346
1.0,-2.2416794300079346
1.0,-2.2416794300079346
