1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.7285799980163574
1.0,-2.736591339111328
1.0,-2.7822039127349854
1.0,-2.7929248809814453
0.0,-2.8199756145477295
0.0,-2.8046622276306152
0.0,-2.8199241161346436
0.0,-2.8182361125946045
0.0,-2.821244239807129
0.0,-2.72800874710083
0.0,-2.714817523956299
0.0,-2.763951301574707
0.0,-2.7667973041534424
0.0,-2.8148343563079834
0.0,-2.852083206176758
0.0,-2.8751628398895264
0.0,-2.766845226287842
0.0,-2.647336006164551
0.0,-2.6770153045654297
0.0,-2.751709461212158
0.0,-2.707598924636841
0.0,-2.5540363788604736
0.0,-2.5687220096588135
0.0,-2.5860042572021484
0.0,-2.567990779876709
0.0,-2.54118013381958
0.0,-2.615058422088623
0.0,-2.5831949710845947
0.0,-2.5275719165802
0.0,-2.5032992362976074
0.0,-2.5052525997161865
0.0,-2.4974234104156494
0.0,-2.4105169773101807
0.0,-2.3597609996795654
0.0,-2.35604190826416
0.0,-2.331523895263672
0.0,-2.329176664352417
0.0,-2.3419716358184814
0.0,-2.3560032844543457
0.0,-2.356043815612793
0.0,-2.364055871963501
0.0,-2.389648675918579
0.0,-2.383535385131836
0.0,-2.394622802734375
0.0,-2.423332691192627
0.0,-2.4262661933898926
0.0,-2.4145514965057373
0.0,-2.4240217208862305
0.0,-2.4149460792541504
0.0,-2.413300037384033
0.0,-2.403785467147827
0.0,-2.3972833156585693
0.0,-2.381497383117676
0.0,-2.329176664352417
0.0,-2.329176664352417
0.0,-2.329176664352417
0.0,-2.329176664352417
0.0,-2.329176664352417
0.0,-2.329176664352417
0.0,-2.329176664352417
0.0,-2.329176664352417
0.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
1.0,-2.329176664352417
